gps_time,x,y,z,vE,vN,vU
1429364580.70082,4181994.46580565,860767.829900474,4723062.66238897,1.67100405055739,-3.3144507475187,0.108131859027168
1429364580.80248,4181994.65406326,860768.054070119,4723062.4439439,1.81615225783587,-3.16773420060149,-0.0914450474968884
1429364580.90051,4181994.83982777,860768.288243293,4723062.23740098,1.91916044622528,-3.08504933562917,-0.00572744199294162
1429364581.03426,4181995.00850667,860768.532193084,4723062.04163197,2.0493650057534,-2.90321463594134,-0.0242037779079696
1429364581.25341,4181995.18982122,860768.779617671,4723061.84573801,2.05792592447263,-3.00134802959818,0.0622348016526344
1429364581.26124,4181995.34981359,860769.038489106,4723061.65085457,2.21303099434468,-2.85637504246044,-0.0543609261398537
1429364581.30153,4181995.50310816,860769.292275927,4723061.44487984,2.23352343322114,-2.79778169007737,-0.0259999284025161
1429364581.40416,4181995.6491387,860769.561532716,4723061.29367729,2.34290034152947,-2.47835946274073,0.193270308973313
1429364581.50749,4181995.78028461,860769.840983249,4723061.12864019,2.47275331211764,-2.47760587324329,0.00665897012833128
1429364581.60446,4181995.90128959,860770.134610092,4723060.9598832,2.63205106286166,-2.44981903876692,-0.068286847349019
1429364581.70137,4181996.01999443,860770.430773935,4723060.81540784,2.66153746928577,-2.27463019126817,0.100746640814021
1429364581.80456,4181996.14048013,860770.735416471,4723060.66715593,2.7409938848009,-2.32555904698428,0.0957211872057271
1429364581.89962,4181996.22094242,860771.037969969,4723060.54329163,2.80122055963794,-1.86780254934476,0.0124505218896552
1429364582.24404,4181996.29019838,860771.360165504,4723060.39343451,3.01620160731131,-1.98926097229658,-0.227827774297623
1429364582.25063,4181996.36607524,860771.680817822,4723060.30357711,2.98773828974064,-1.63432502073937,0.259850985532417
1429364582.2565,4181996.4300279,860772.004935208,4723060.18600365,3.04571724898213,-1.73779929864677,-0.0197363626271518
1429364582.30007,4181996.50601802,860772.32591209,4723060.14455565,3.06287849607659,-1.57222326086947,0.0269045277916998
1429364582.40504,4181996.55174695,860772.652735988,4723060.04466707,3.10896639411184,-1.49089093136845,-0.00376220642296332
1429364582.50782,4181996.58548545,860772.98743542,4723059.96632227,3.2102783020865,-1.27138099386746,0.0886773694644875
1429364582.6035,4181996.5971828,860773.328077378,4723059.89731593,3.312919393779,-1.05727054984529,0.021910745730361
1429364582.70087,4181996.60463827,860773.665394719,4723059.82633703,3.28890736831917,-1.03454872009641,-0.0249864206189233
1429364582.80278,4181996.59991203,860774.001850731,4723059.76487413,3.30502954997242,-0.880899809967628,-0.0350578261149109
1429364582.90109,4181996.58106657,860774.338500729,4723059.73130999,3.33539376907734,-0.591896481310979,0.080395676112426
1429364583.03319,4181996.56902168,860774.678055791,4723059.69306057,3.35013794448664,-0.677118866424236,0.0939451745109111
1429364583.28242,4181996.52931284,860775.014521678,4723059.66305685,3.37565182838638,-0.415784192684181,-0.0298922408069582
1429364583.3014,4181996.47639046,860775.355373461,4723059.64752801,3.44524956809543,-0.229354936063776,-0.00275530486971952
1429364583.31498,4181996.42491505,860775.695113196,4723059.64582367,3.43144019647997,-0.145866820320935,0.108075548234059
